Region,Date,Loan_Amount_GEL
Mtskheta-Mtianeti,"Monday, August 31, 2020",46.915
Mtskheta-Mtianeti,"Wednesday, September 30, 2020",48.002
Mtskheta-Mtianeti,"Saturday, October 31, 2020",50.33
Mtskheta-Mtianeti,"Monday, November 30, 2020",50.451
Mtskheta-Mtianeti,"Thursday, December 31, 2020",51.991
Mtskheta-Mtianeti,"Sunday, January 31, 2021",51.866
Mtskheta-Mtianeti,"Sunday, February 28, 2021",52.773
Mtskheta-Mtianeti,"Wednesday, March 31, 2021",54.186
Mtskheta-Mtianeti,"Friday, April 30, 2021",55.417
Mtskheta-Mtianeti,"Monday, May 31, 2021",57.007
Mtskheta-Mtianeti,"Wednesday, June 30, 2021",58.67
Mtskheta-Mtianeti,"Saturday, July 31, 2021",60.781
Mtskheta-Mtianeti,"Tuesday, August 31, 2021",60.945
Mtskheta-Mtianeti,"Thursday, September 30, 2021",62.402
Mtskheta-Mtianeti,"Sunday, October 31, 2021",64.315
Mtskheta-Mtianeti,"Tuesday, November 30, 2021",65.663
Mtskheta-Mtianeti,"Friday, December 31, 2021",67.708
Mtskheta-Mtianeti,"Monday, January 31, 2022",68.177
Mtskheta-Mtianeti,"Monday, February 28, 2022",69.284
Mtskheta-Mtianeti,"Thursday, March 31, 2022",70.977
Mtskheta-Mtianeti,"Saturday, April 30, 2022",72.97
Mtskheta-Mtianeti,"Tuesday, May 31, 2022",74.752
Mtskheta-Mtianeti,"Thursday, June 30, 2022",77.226
Mtskheta-Mtianeti,"Sunday, July 31, 2022",78.722
Mtskheta-Mtianeti,"Wednesday, August 31, 2022",80.674
Mtskheta-Mtianeti,"Friday, September 30, 2022",82.22
Mtskheta-Mtianeti,"Monday, October 31, 2022",79.613
Mtskheta-Mtianeti,"Wednesday, November 30, 2022",81.115
Mtskheta-Mtianeti,"Saturday, December 31, 2022",83.53
Mtskheta-Mtianeti,"Tuesday, January 31, 2023",84.333
Mtskheta-Mtianeti,"Tuesday, February 28, 2023",87.911
Mtskheta-Mtianeti,"Friday, March 31, 2023",86.326
Mtskheta-Mtianeti,"Sunday, April 30, 2023",89.183
Mtskheta-Mtianeti,"Wednesday, May 31, 2023",93.366
Mtskheta-Mtianeti,"Friday, June 30, 2023",95.405
Mtskheta-Mtianeti,"Monday, July 31, 2023",98.637
Mtskheta-Mtianeti,"Thursday, August 31, 2023",101.002
Mtskheta-Mtianeti,"Saturday, September 30, 2023",104.401
Mtskheta-Mtianeti,"Tuesday, October 31, 2023",108.231
Mtskheta-Mtianeti,"Thursday, November 30, 2023",111.508
Mtskheta-Mtianeti,"Sunday, December 31, 2023",115.512
Mtskheta-Mtianeti,"Wednesday, January 31, 2024",119.582
Mtskheta-Mtianeti,"Thursday, February 29, 2024",122.055
Mtskheta-Mtianeti,"Sunday, March 31, 2024",125.135
Mtskheta-Mtianeti,"Tuesday, April 30, 2024",131.054
Mtskheta-Mtianeti,"Friday, May 31, 2024",134.267
Mtskheta-Mtianeti,"Sunday, June 30, 2024",137.894
Mtskheta-Mtianeti,"Wednesday, July 31, 2024",141.295
Mtskheta-Mtianeti,"Saturday, August 31, 2024",145.649
Mtskheta-Mtianeti,"Monday, September 30, 2024",148.587
Mtskheta-Mtianeti,"Thursday, October 31, 2024",151.586
Mtskheta-Mtianeti,"Saturday, November 30, 2024",155.879
Mtskheta-Mtianeti,"Tuesday, December 31, 2024",159.926
Mtskheta-Mtianeti,"Friday, January 31, 2025",162.349
Mtskheta-Mtianeti,"Friday, February 28, 2025",164.042
Mtskheta-Mtianeti,"Monday, March 31, 2025",167.95
Mtskheta-Mtianeti,"Wednesday, April 30, 2025",171.876
Mtskheta-Mtianeti,"Saturday, May 31, 2025",175.036
Mtskheta-Mtianeti,"Monday, June 30, 2025",178.652
Mtskheta-Mtianeti,"Thursday, July 31, 2025",182.962
Mtskheta-Mtianeti,"Sunday, August 31, 2025",188.23
Mtskheta-Mtianeti,"Tuesday, September 30, 2025",190.864
Mtskheta-Mtianeti,"Friday, October 31, 2025",195.386
Mtskheta-Mtianeti,"Sunday, November 30, 2025",198.472
Mtskheta-Mtianeti,"Wednesday, December 31, 2025",201.937
Mtskheta-Mtianeti,"Saturday, January 31, 2026",203.018
Mtskheta-Mtianeti,"Saturday, February 28, 2026",179.695
Mtskheta-Mtianeti,"Tuesday, March 31, 2026",180.104
Kakheti,"Monday, November 30, 2015",334.897
Kakheti,"Thursday, December 31, 2015",334.579
Kakheti,"Sunday, January 31, 2016",333.822
Kakheti,"Monday, February 29, 2016",337.856
Kakheti,"Thursday, March 31, 2016",343.14
Kakheti,"Saturday, April 30, 2016",346.216
Kakheti,"Tuesday, May 31, 2016",344.032
Kakheti,"Thursday, June 30, 2016",346.093
Kakheti,"Sunday, July 31, 2016",345.182
Kakheti,"Wednesday, August 31, 2016",343.111
Kakheti,"Friday, September 30, 2016",345.455
Kakheti,"Monday, October 31, 2016",344.378
Kakheti,"Wednesday, November 30, 2016",345.179
Kakheti,"Saturday, December 31, 2016",353.452
Kakheti,"Tuesday, January 31, 2017",357.207
Kakheti,"Tuesday, February 28, 2017",372.136
Kakheti,"Friday, March 31, 2017",392.01
Kakheti,"Sunday, April 30, 2017",398.111
Kakheti,"Wednesday, May 31, 2017",462.431
Kakheti,"Friday, June 30, 2017",470.134
Kakheti,"Monday, July 31, 2017",474.078
Kakheti,"Thursday, August 31, 2017",476.734
Kakheti,"Saturday, September 30, 2017",482.467
Kakheti,"Tuesday, October 31, 2017",484.786
Kakheti,"Thursday, November 30, 2017",488.814
Kakheti,"Sunday, December 31, 2017",506.884
Kakheti,"Wednesday, January 31, 2018",507.948
Kakheti,"Wednesday, February 28, 2018",524.165
Kakheti,"Saturday, March 31, 2018",545.774
Kakheti,"Monday, April 30, 2018",560.255
Kakheti,"Thursday, May 31, 2018",574.109
Kakheti,"Saturday, June 30, 2018",582.63
Kakheti,"Tuesday, July 31, 2018",581.158
Kakheti,"Friday, August 31, 2018",596.608
Kakheti,"Sunday, September 30, 2018",593.565
Kakheti,"Wednesday, October 31, 2018",599.525
Kakheti,"Friday, November 30, 2018",599.831
Kakheti,"Monday, December 31, 2018",623.276
Kakheti,"Thursday, January 31, 2019",628.018
Kakheti,"Thursday, February 28, 2019",646.237
Kakheti,"Sunday, March 31, 2019",663.004
Kakheti,"Tuesday, April 30, 2019",677.297
Kakheti,"Friday, May 31, 2019",691.544
Kakheti,"Sunday, June 30, 2019",707.201
Kakheti,"Wednesday, July 31, 2019",709.532
Kakheti,"Saturday, August 31, 2019",721.114
Kakheti,"Monday, September 30, 2019",728.468
Kakheti,"Thursday, October 31, 2019",728.209
Kakheti,"Saturday, November 30, 2019",735.558
Kakheti,"Tuesday, December 31, 2019",759.647
Kakheti,"Friday, January 31, 2020",778.831
Kakheti,"Saturday, February 29, 2020",800.154
Kakheti,"Tuesday, March 31, 2020",817.583
Kakheti,"Thursday, April 30, 2020",818.426
Kakheti,"Sunday, May 31, 2020",829.691
Kakheti,"Tuesday, June 30, 2020",851.171
Kakheti,"Friday, July 31, 2020",866.271
Kakheti,"Monday, August 31, 2020",880.491
Kakheti,"Wednesday, September 30, 2020",909.336
Kakheti,"Saturday, October 31, 2020",984.969
Kakheti,"Monday, November 30, 2020",982.515
Kakheti,"Thursday, December 31, 2020",997.518
Kakheti,"Sunday, January 31, 2021",1002.311
Kakheti,"Sunday, February 28, 2021",1030.434
Kakheti,"Wednesday, March 31, 2021",1062.653
Kakheti,"Friday, April 30, 2021",1087.652
Kakheti,"Monday, May 31, 2021",1114.484
Kakheti,"Wednesday, June 30, 2021",1143.926
Kakheti,"Saturday, July 31, 2021",1156.573
Kakheti,"Tuesday, August 31, 2021",1177.655
Kakheti,"Thursday, September 30, 2021",1197.931
Kakheti,"Sunday, October 31, 2021",1209.29
Kakheti,"Tuesday, November 30, 2021",1210.2
Kakheti,"Friday, December 31, 2021",1245.708
Kakheti,"Monday, January 31, 2022",1256.98
Kakheti,"Monday, February 28, 2022",1292.193
Kakheti,"Thursday, March 31, 2022",1285.004
Kakheti,"Saturday, April 30, 2022",1329.526
Kakheti,"Tuesday, May 31, 2022",1363.018
Kakheti,"Thursday, June 30, 2022",1395.514
Kakheti,"Sunday, July 31, 2022",1414.693
Kakheti,"Wednesday, August 31, 2022",1439.144
Kakheti,"Friday, September 30, 2022",1474.788
Kakheti,"Monday, October 31, 2022",1486.275
Kakheti,"Wednesday, November 30, 2022",1466.633
Kakheti,"Saturday, December 31, 2022",1474.399
Kakheti,"Tuesday, January 31, 2023",1479.356
Kakheti,"Tuesday, February 28, 2023",1522.236
Kakheti,"Friday, March 31, 2023",1553.681
Kakheti,"Sunday, April 30, 2023",1571.421
Kakheti,"Wednesday, May 31, 2023",1597.102
Kakheti,"Friday, June 30, 2023",1617.164
Kakheti,"Monday, July 31, 2023",1620.158
Kakheti,"Thursday, August 31, 2023",1625.319
Kakheti,"Saturday, September 30, 2023",1645.608
Kakheti,"Tuesday, October 31, 2023",1653.612
Kakheti,"Thursday, November 30, 2023",1625.958
Kakheti,"Sunday, December 31, 2023",1638.455
Kakheti,"Wednesday, January 31, 2024",1641.191
Kakheti,"Thursday, February 29, 2024",1670.555
Kakheti,"Sunday, March 31, 2024",1695.47
Kakheti,"Tuesday, April 30, 2024",1730.621
Kakheti,"Friday, May 31, 2024",1749.075
Kakheti,"Sunday, June 30, 2024",1763.616
Kakheti,"Wednesday, July 31, 2024",1771.954
Kakheti,"Saturday, August 31, 2024",1785.859
Kakheti,"Monday, September 30, 2024",1802.475
Kakheti,"Thursday, October 31, 2024",1790.588
Kakheti,"Saturday, November 30, 2024",1769.803
Kakheti,"Tuesday, December 31, 2024",1756.324
Kakheti,"Friday, January 31, 2025",1768.027
Kakheti,"Friday, February 28, 2025",1793.977
Kakheti,"Monday, March 31, 2025",1822.7
Kakheti,"Wednesday, April 30, 2025",1844.456
Kakheti,"Saturday, May 31, 2025",1887.912
Kakheti,"Monday, June 30, 2025",1908.724
Kakheti,"Thursday, July 31, 2025",1914.645
Kakheti,"Sunday, August 31, 2025",1922.729
Kakheti,"Tuesday, September 30, 2025",1933.043
Kakheti,"Friday, October 31, 2025",1915.813
Kakheti,"Sunday, November 30, 2025",1896.779
Kakheti,"Wednesday, December 31, 2025",1906.383
Kakheti,"Saturday, January 31, 2026",1853.846
Kakheti,"Saturday, February 28, 2026",1884.26
Kakheti,"Tuesday, March 31, 2026",1910.146
Kvemo Kartli,"Monday, November 30, 2015",264.301
Kvemo Kartli,"Thursday, December 31, 2015",267.915
Kvemo Kartli,"Sunday, January 31, 2016",266.763
Kvemo Kartli,"Monday, February 29, 2016",270.631
Kvemo Kartli,"Thursday, March 31, 2016",275.018
Kvemo Kartli,"Saturday, April 30, 2016",278.402
Kvemo Kartli,"Tuesday, May 31, 2016",278.564
Kvemo Kartli,"Thursday, June 30, 2016",281.456
Kvemo Kartli,"Sunday, July 31, 2016",282.049
Kvemo Kartli,"Wednesday, August 31, 2016",283.745
Kvemo Kartli,"Friday, September 30, 2016",287.614
Kvemo Kartli,"Monday, October 31, 2016",291.792
Kvemo Kartli,"Wednesday, November 30, 2016",299.809
Kvemo Kartli,"Saturday, December 31, 2016",309.743
Kvemo Kartli,"Tuesday, January 31, 2017",315.294
Kvemo Kartli,"Tuesday, February 28, 2017",325.649
Kvemo Kartli,"Friday, March 31, 2017",342.62
Kvemo Kartli,"Sunday, April 30, 2017",351.897
Kvemo Kartli,"Wednesday, May 31, 2017",393.073
Kvemo Kartli,"Friday, June 30, 2017",403.662
Kvemo Kartli,"Monday, July 31, 2017",409.372
Kvemo Kartli,"Thursday, August 31, 2017",418.439
Kvemo Kartli,"Saturday, September 30, 2017",428.983
Kvemo Kartli,"Tuesday, October 31, 2017",439.346
Kvemo Kartli,"Thursday, November 30, 2017",447.287
Kvemo Kartli,"Sunday, December 31, 2017",461.585
Kvemo Kartli,"Wednesday, January 31, 2018",456.908
Kvemo Kartli,"Wednesday, February 28, 2018",464.585
Kvemo Kartli,"Saturday, March 31, 2018",481.919
Kvemo Kartli,"Monday, April 30, 2018",495.779
Kvemo Kartli,"Thursday, May 31, 2018",499.244
Kvemo Kartli,"Saturday, June 30, 2018",501.247
Kvemo Kartli,"Tuesday, July 31, 2018",505.823
Kvemo Kartli,"Friday, August 31, 2018",523.483
Kvemo Kartli,"Sunday, September 30, 2018",534.968
Kvemo Kartli,"Wednesday, October 31, 2018",539.388
Kvemo Kartli,"Friday, November 30, 2018",548.484
Kvemo Kartli,"Monday, December 31, 2018",513.251
Kvemo Kartli,"Thursday, January 31, 2019",506.953
Kvemo Kartli,"Thursday, February 28, 2019",503.003
Kvemo Kartli,"Sunday, March 31, 2019",511.336
Kvemo Kartli,"Tuesday, April 30, 2019",523.855
Kvemo Kartli,"Friday, May 31, 2019",533.114
Kvemo Kartli,"Sunday, June 30, 2019",546.167
Kvemo Kartli,"Wednesday, July 31, 2019",549.008
Kvemo Kartli,"Saturday, August 31, 2019",553.286
Kvemo Kartli,"Monday, September 30, 2019",562.546
Kvemo Kartli,"Thursday, October 31, 2019",569.31
Kvemo Kartli,"Saturday, November 30, 2019",582.481
Kvemo Kartli,"Tuesday, December 31, 2019",600.675
Kvemo Kartli,"Friday, January 31, 2020",607.026
Kvemo Kartli,"Saturday, February 29, 2020",620.2
Kvemo Kartli,"Tuesday, March 31, 2020",623.679
Kvemo Kartli,"Thursday, April 30, 2020",619.533
Kvemo Kartli,"Sunday, May 31, 2020",619.081
Kvemo Kartli,"Tuesday, June 30, 2020",628.086
Kvemo Kartli,"Friday, July 31, 2020",633.883
Kvemo Kartli,"Monday, August 31, 2020",642.012
Kvemo Kartli,"Wednesday, September 30, 2020",663.238
Kvemo Kartli,"Saturday, October 31, 2020",757.487
Kvemo Kartli,"Monday, November 30, 2020",766.393
Kvemo Kartli,"Thursday, December 31, 2020",783.394
Kvemo Kartli,"Sunday, January 31, 2021",779.399
Kvemo Kartli,"Sunday, February 28, 2021",790.275
Kvemo Kartli,"Wednesday, March 31, 2021",801.021
Kvemo Kartli,"Friday, April 30, 2021",820.264
Kvemo Kartli,"Monday, May 31, 2021",848.752
Kvemo Kartli,"Wednesday, June 30, 2021",872.796
Kvemo Kartli,"Saturday, July 31, 2021",902.033
Kvemo Kartli,"Tuesday, August 31, 2021",917.21
Kvemo Kartli,"Thursday, September 30, 2021",938.934
Kvemo Kartli,"Sunday, October 31, 2021",960.993
Kvemo Kartli,"Tuesday, November 30, 2021",970.941
Kvemo Kartli,"Friday, December 31, 2021",991.547
Kvemo Kartli,"Monday, January 31, 2022",1002.889
Kvemo Kartli,"Monday, February 28, 2022",1020.192
Kvemo Kartli,"Thursday, March 31, 2022",1006.064
Kvemo Kartli,"Saturday, April 30, 2022",1026.178
Kvemo Kartli,"Tuesday, May 31, 2022",1048.188
Kvemo Kartli,"Thursday, June 30, 2022",1072.426
Kvemo Kartli,"Sunday, July 31, 2022",1084.522
Kvemo Kartli,"Wednesday, August 31, 2022",1104.598
Kvemo Kartli,"Friday, September 30, 2022",1116.667
Kvemo Kartli,"Monday, October 31, 2022",1131.546
Kvemo Kartli,"Wednesday, November 30, 2022",1145.605
Kvemo Kartli,"Saturday, December 31, 2022",1168.425
Kvemo Kartli,"Tuesday, January 31, 2023",1176.468
Kvemo Kartli,"Tuesday, February 28, 2023",1193.076
Kvemo Kartli,"Friday, March 31, 2023",1212.583
Kvemo Kartli,"Sunday, April 30, 2023",1229.206
Kvemo Kartli,"Wednesday, May 31, 2023",1249.077
Kvemo Kartli,"Friday, June 30, 2023",1254.211
Kvemo Kartli,"Monday, July 31, 2023",1266.954
Kvemo Kartli,"Thursday, August 31, 2023",1272.491
Kvemo Kartli,"Saturday, September 30, 2023",1291.303
Kvemo Kartli,"Tuesday, October 31, 2023",1306.711
Kvemo Kartli,"Thursday, November 30, 2023",1324.119
Kvemo Kartli,"Sunday, December 31, 2023",1353.354
Kvemo Kartli,"Wednesday, January 31, 2024",1360.375
Kvemo Kartli,"Thursday, February 29, 2024",1379.583
Kvemo Kartli,"Sunday, March 31, 2024",1405.093
Kvemo Kartli,"Tuesday, April 30, 2024",1437.787
Kvemo Kartli,"Friday, May 31, 2024",1461.327
Kvemo Kartli,"Sunday, June 30, 2024",1485.258
Kvemo Kartli,"Wednesday, July 31, 2024",1502.375
Kvemo Kartli,"Saturday, August 31, 2024",1518.561
Kvemo Kartli,"Monday, September 30, 2024",1540.581
Kvemo Kartli,"Thursday, October 31, 2024",1575.954
Kvemo Kartli,"Saturday, November 30, 2024",1601.892
Kvemo Kartli,"Tuesday, December 31, 2024",1637.659
Kvemo Kartli,"Friday, January 31, 2025",1651.265
Kvemo Kartli,"Friday, February 28, 2025",1672.256
Kvemo Kartli,"Monday, March 31, 2025",1701.92
Kvemo Kartli,"Wednesday, April 30, 2025",1727.311
Kvemo Kartli,"Saturday, May 31, 2025",1772.233
Kvemo Kartli,"Monday, June 30, 2025",1792.343
Kvemo Kartli,"Thursday, July 31, 2025",1795.252
Kvemo Kartli,"Sunday, August 31, 2025",1810.785
Kvemo Kartli,"Tuesday, September 30, 2025",1840.094
Kvemo Kartli,"Friday, October 31, 2025",1867.372
Kvemo Kartli,"Sunday, November 30, 2025",1888.797
Kvemo Kartli,"Wednesday, December 31, 2025",1917.411
Kvemo Kartli,"Saturday, January 31, 2026",1867.969
Kvemo Kartli,"Saturday, February 28, 2026",1897.842
Kvemo Kartli,"Tuesday, March 31, 2026",1909.169
Samtskhe-Javakheti,"Monday, November 30, 2015",100.345
Samtskhe-Javakheti,"Thursday, December 31, 2015",101.963
Samtskhe-Javakheti,"Sunday, January 31, 2016",100.04
Samtskhe-Javakheti,"Monday, February 29, 2016",101.783
Samtskhe-Javakheti,"Thursday, March 31, 2016",104.536
Samtskhe-Javakheti,"Saturday, April 30, 2016",106.992
Samtskhe-Javakheti,"Tuesday, May 31, 2016",108.076
Samtskhe-Javakheti,"Thursday, June 30, 2016",109.648
Samtskhe-Javakheti,"Sunday, July 31, 2016",110.258
Samtskhe-Javakheti,"Wednesday, August 31, 2016",112.019
Samtskhe-Javakheti,"Friday, September 30, 2016",112.651
Samtskhe-Javakheti,"Monday, October 31, 2016",113.044
Samtskhe-Javakheti,"Wednesday, November 30, 2016",113.971
Samtskhe-Javakheti,"Saturday, December 31, 2016",116.44
Samtskhe-Javakheti,"Tuesday, January 31, 2017",116.588
Samtskhe-Javakheti,"Tuesday, February 28, 2017",119.143
Samtskhe-Javakheti,"Friday, March 31, 2017",124.748
Samtskhe-Javakheti,"Sunday, April 30, 2017",128.309
Samtskhe-Javakheti,"Wednesday, May 31, 2017",182.022
Samtskhe-Javakheti,"Friday, June 30, 2017",187.679
Samtskhe-Javakheti,"Monday, July 31, 2017",192.251
Samtskhe-Javakheti,"Thursday, August 31, 2017",196.503
Samtskhe-Javakheti,"Saturday, September 30, 2017",199.125
Samtskhe-Javakheti,"Tuesday, October 31, 2017",202.584
Samtskhe-Javakheti,"Thursday, November 30, 2017",206.453
Samtskhe-Javakheti,"Sunday, December 31, 2017",215.986
Samtskhe-Javakheti,"Wednesday, January 31, 2018",215.339
Samtskhe-Javakheti,"Wednesday, February 28, 2018",220.188
Samtskhe-Javakheti,"Saturday, March 31, 2018",237.357
Samtskhe-Javakheti,"Monday, April 30, 2018",247.588
Samtskhe-Javakheti,"Thursday, May 31, 2018",256.518
Samtskhe-Javakheti,"Saturday, June 30, 2018",262.527
Samtskhe-Javakheti,"Tuesday, July 31, 2018",267.139
Samtskhe-Javakheti,"Friday, August 31, 2018",270.139
Samtskhe-Javakheti,"Sunday, September 30, 2018",277.99
Samtskhe-Javakheti,"Wednesday, October 31, 2018",285.45
Samtskhe-Javakheti,"Friday, November 30, 2018",285.383
Samtskhe-Javakheti,"Monday, December 31, 2018",291.468
Samtskhe-Javakheti,"Thursday, January 31, 2019",287.807
Samtskhe-Javakheti,"Thursday, February 28, 2019",289.699
Samtskhe-Javakheti,"Sunday, March 31, 2019",290.239
Samtskhe-Javakheti,"Tuesday, April 30, 2019",296.878
Samtskhe-Javakheti,"Friday, May 31, 2019",305.383
Samtskhe-Javakheti,"Sunday, June 30, 2019",311.114
Samtskhe-Javakheti,"Wednesday, July 31, 2019",317.952
Samtskhe-Javakheti,"Saturday, August 31, 2019",321.723
Samtskhe-Javakheti,"Monday, September 30, 2019",325.691
Samtskhe-Javakheti,"Thursday, October 31, 2019",328.01
Samtskhe-Javakheti,"Saturday, November 30, 2019",331.687
Samtskhe-Javakheti,"Tuesday, December 31, 2019",339.484
Samtskhe-Javakheti,"Friday, January 31, 2020",340.83
Samtskhe-Javakheti,"Saturday, February 29, 2020",345.245
Samtskhe-Javakheti,"Tuesday, March 31, 2020",349.28
Samtskhe-Javakheti,"Thursday, April 30, 2020",346.814
Samtskhe-Javakheti,"Sunday, May 31, 2020",351.26
Samtskhe-Javakheti,"Tuesday, June 30, 2020",363.532
Samtskhe-Javakheti,"Friday, July 31, 2020",374.232
Samtskhe-Javakheti,"Monday, August 31, 2020",382.057
Samtskhe-Javakheti,"Wednesday, September 30, 2020",387.396
Samtskhe-Javakheti,"Saturday, October 31, 2020",387.793
Samtskhe-Javakheti,"Monday, November 30, 2020",387.137
Samtskhe-Javakheti,"Thursday, December 31, 2020",393.758
Samtskhe-Javakheti,"Sunday, January 31, 2021",391.269
Samtskhe-Javakheti,"Sunday, February 28, 2021",400.058
Samtskhe-Javakheti,"Wednesday, March 31, 2021",410.265
Samtskhe-Javakheti,"Friday, April 30, 2021",423.313
Samtskhe-Javakheti,"Monday, May 31, 2021",434.332
Samtskhe-Javakheti,"Wednesday, June 30, 2021",446.903
Samtskhe-Javakheti,"Saturday, July 31, 2021",456.286
Samtskhe-Javakheti,"Tuesday, August 31, 2021",460.801
Samtskhe-Javakheti,"Thursday, September 30, 2021",464.927
Samtskhe-Javakheti,"Sunday, October 31, 2021",494.276
Samtskhe-Javakheti,"Tuesday, November 30, 2021",495.992
Samtskhe-Javakheti,"Friday, December 31, 2021",507.139
Samtskhe-Javakheti,"Monday, January 31, 2022",504.237
Samtskhe-Javakheti,"Monday, February 28, 2022",509.43
Samtskhe-Javakheti,"Thursday, March 31, 2022",515.133
Samtskhe-Javakheti,"Saturday, April 30, 2022",531.219
Samtskhe-Javakheti,"Tuesday, May 31, 2022",547.426
Samtskhe-Javakheti,"Thursday, June 30, 2022",553.118
Samtskhe-Javakheti,"Sunday, July 31, 2022",564.028
Samtskhe-Javakheti,"Wednesday, August 31, 2022",575.883
Samtskhe-Javakheti,"Friday, September 30, 2022",580.337
Samtskhe-Javakheti,"Monday, October 31, 2022",580.055
Samtskhe-Javakheti,"Wednesday, November 30, 2022",584.326
Samtskhe-Javakheti,"Saturday, December 31, 2022",596.892
Samtskhe-Javakheti,"Tuesday, January 31, 2023",594.184
Samtskhe-Javakheti,"Tuesday, February 28, 2023",600.209
Samtskhe-Javakheti,"Friday, March 31, 2023",613.221
Samtskhe-Javakheti,"Sunday, April 30, 2023",625.462
Samtskhe-Javakheti,"Wednesday, May 31, 2023",642.392
Samtskhe-Javakheti,"Friday, June 30, 2023",656.007
Samtskhe-Javakheti,"Monday, July 31, 2023",664.122
Samtskhe-Javakheti,"Thursday, August 31, 2023",672.501
Samtskhe-Javakheti,"Saturday, September 30, 2023",677.686
Samtskhe-Javakheti,"Tuesday, October 31, 2023",682.247
Samtskhe-Javakheti,"Thursday, November 30, 2023",689.451
Samtskhe-Javakheti,"Sunday, December 31, 2023",703.439
Samtskhe-Javakheti,"Wednesday, January 31, 2024",698.725
Samtskhe-Javakheti,"Thursday, February 29, 2024",707.476
Samtskhe-Javakheti,"Sunday, March 31, 2024",743.907
Samtskhe-Javakheti,"Tuesday, April 30, 2024",764.438
Samtskhe-Javakheti,"Friday, May 31, 2024",781.911
Samtskhe-Javakheti,"Sunday, June 30, 2024",794.027
Samtskhe-Javakheti,"Wednesday, July 31, 2024",807.434
Samtskhe-Javakheti,"Saturday, August 31, 2024",825.65
Samtskhe-Javakheti,"Monday, September 30, 2024",836.438
Samtskhe-Javakheti,"Thursday, October 31, 2024",841.312
Samtskhe-Javakheti,"Saturday, November 30, 2024",853.694
Samtskhe-Javakheti,"Tuesday, December 31, 2024",871.863
Samtskhe-Javakheti,"Friday, January 31, 2025",873.632
Samtskhe-Javakheti,"Friday, February 28, 2025",878.697
Samtskhe-Javakheti,"Monday, March 31, 2025",893.005
Samtskhe-Javakheti,"Wednesday, April 30, 2025",906.582
Samtskhe-Javakheti,"Saturday, May 31, 2025",925.223
Samtskhe-Javakheti,"Monday, June 30, 2025",939.841
Samtskhe-Javakheti,"Thursday, July 31, 2025",951.773
Samtskhe-Javakheti,"Sunday, August 31, 2025",956.978
Samtskhe-Javakheti,"Tuesday, September 30, 2025",972.82
Samtskhe-Javakheti,"Friday, October 31, 2025",981.589
Samtskhe-Javakheti,"Sunday, November 30, 2025",988.373
Samtskhe-Javakheti,"Wednesday, December 31, 2025",1014.706
Samtskhe-Javakheti,"Saturday, January 31, 2026",1002.83
Samtskhe-Javakheti,"Saturday, February 28, 2026",1012.502
Samtskhe-Javakheti,"Tuesday, March 31, 2026",1019.876
